Month,Coal,Natural Gas,Aviation Gasoline,Distillate Fuel Oil,Hydrocarbon Gas Liquids,Jet Fuel,Kerosene,Lubricants,Motor Gasoline,Petroleum Coke,Residual Fuel Oil,Other Petroleum Products,"Petroleum, Excluding Biofuels",Total Energy
1973 January,108.289,125.876,0.428,54.578,11.327,13.778,5.16,1.039,70.901,4.735,50.561,8.473,220.979,455.143
1973 February,97.698,114.03,0.432,51.231,9.325,12.225,4.421,1.027,67.377,3.897,46.682,7.433,204.05,415.778
1973 March,97.366,107.982,0.459,43.997,7.497,12.325,2.551,1.107,75.482,4.253,47.094,8.382,203.147,408.495
1973 April,93.084,98.127,0.446,33.618,6.635,12.144,2.006,0.981,73.367,4.08,36.613,7.961,177.851,369.062
1973 May,94.346,92.333,0.549,35.224,6.75,13.792,1.682,1.159,80.052,4.535,38.514,8.413,190.67,377.348
1973 June,97.757,81.92,0.471,30.852,5.736,12.07,1.447,1.008,78.103,4.757,38.566,8.558,181.568,361.244
1973 July,103.165,83.144,0.42,30.684,5.783,12.975,1.887,1.222,81.395,4.689,36.901,8.787,184.743,371.052
1973 August,105.391,84.385,0.668,33.677,6.805,12.99,1.864,1.189,84.101,4.891,42.138,8.874,197.196,386.972
1973 September,98.293,81.399,0.462,34.111,6.696,12.841,2.269,1.042,73.806,4.237,39.596,8.034,183.094,362.787
1973 October,101.062,90.986,0.55,38.627,8.279,13.667,2.281,1.283,77.383,5.018,39.614,8.321,195.022,387.07
1973 November,101.469,101.648,0.475,44.744,8.987,12.302,3.759,1.137,76.524,4.299,46.684,7.653,206.564,409.681
1973 December,108.752,116.595,0.413,48.656,8.789,13.457,3.028,1.124,72.282,4.436,44.993,7.995,205.172,430.519
1974 January,107.139,120.032,0.442,50.57,9.798,11.101,3.959,1.177,67.27,4.411,46.393,7.916,203.038,430.209
1974 February,96.905,110.401,0.304,45.838,7.931,9.633,3.225,0.981,63.853,3.945,41.285,7.209,184.204,391.51
1974 March,98.375,107.589,0.578,41.721,7.391,11.839,2.262,1.106,71.414,4.62,39.051,7.487,187.47,393.434
1974 April,93.422,90.841,0.446,36.391,6.838,11.264,1.599,1.057,72.419,3.978,36.025,7.915,177.93,362.194
1974 May,96.6,86.148,0.463,32.296,6.215,13.013,0.906,1.173,78.176,3.729,34.542,8.043,178.556,361.305
1974 June,94.959,77.064,0.528,30.321,6.404,11.382,1.411,0.921,77.604,4.024,35.566,8.361,176.523,348.545
1974 July,103.645,81.006,0.48,30.431,6.221,12.739,1.584,1.125,80.653,3.981,37.817,9.293,184.324,368.975
1974 August,103.898,80.722,0.641,30.432,6.361,12.758,1.788,1.016,81.839,4.067,38.67,9.169,186.741,371.36
1974 September,94.504,82.068,0.468,30.438,7.013,13.281,1.696,1.096,71.641,4.387,36.623,8.17,174.812,351.384
1974 October,99.071,91.157,0.557,38.061,7.997,12.517,2.445,1.128,77.791,3.752,39.917,8.625,192.79,383.018
1974 November,95.473,97.742,0.409,40.274,8.406,12.356,2.405,0.98,73.424,4.042,43.421,8.196,193.913,387.127
1974 December,101.365,112.891,0.348,50.806,9.242,12.924,3.104,0.994,76.003,4.352,45.64,8.223,211.635,425.892
1975 January,106.38,120.377,0.342,52.238,9.335,12.933,2.794,1.02,71.923,4.317,49.729,8.142,212.773,439.53
1975 February,97.838,104.054,0.365,45.289,7.364,12.038,2.902,0.717,63.814,3.929,39.346,6.84,182.603,384.496
1975 March,100.521,102.066,0.362,43.388,7.538,12.168,2.125,0.731,73.312,3.895,40.778,7.432,191.729,394.316
1975 April,93.165,84.649,0.411,39.461,6.262,12.076,1.797,0.97,75.348,4.07,33.039,7.11,180.543,358.357
1975 May,91.581,71.331,0.39,31.405,4.969,12.103,1.237,0.947,79.635,3.795,31.903,7.682,174.066,336.978
1975 June,95.036,67.224,0.424,28.929,4.892,11.873,1.624,1.007,79.364,3.931,32.22,7.754,172.018,334.278
1975 July,100.342,70.196,0.504,27.806,6.199,11.824,1.239,0.955,81.597,4.747,33.955,8.785,177.61,348.149
1975 August,103.377,73.099,0.472,28.65,6.394,12.97,1.36,1.037,81.223,4.408,33.022,8.416,177.953,354.429
1975 September,93.02,73.089,0.477,27.611,6.432,12.456,1.537,1,75.467,4.252,34.437,8.053,171.721,337.831
1975 October,94.88,82.319,0.471,35.288,7.613,12.342,1.856,1.093,78.55,4.809,34.679,8.063,184.764,361.964
1975 November,97.206,87.517,0.374,32.461,7.538,11.961,1.805,0.834,71.664,4.251,35.583,7.925,174.397,359.12
1975 December,107.684,109.627,0.322,49.998,9.948,11.256,3.499,0.979,78.902,4.43,44.518,8.465,212.317,429.629
1976 January,111.598,122.724,0.301,56.654,10.543,11.781,3.788,0.855,74.153,4.654,47.7,8.489,218.919,453.242
1976 February,98.919,103.93,0.292,45.602,7.657,11.197,2.59,0.916,67.908,3.972,43.988,8.27,192.392,395.241
1976 March,102.763,92.195,0.367,44.02,6.584,11.964,2.017,1.195,79.858,4.409,42.48,8.545,201.439,396.398
1976 April,98.194,80.699,0.388,35.557,5.884,12.11,1.709,1.066,80.298,4.138,36.915,8.241,186.306,365.199
1976 May,98.793,76.602,0.38,33.208,5.687,11.887,0.992,1.018,79.423,4.282,37.271,8.525,182.674,358.069
1976 June,102.283,71.271,0.524,31.085,5.326,11.657,1.483,1.125,83.915,4.027,37.119,8.884,185.144,358.698
1976 July,108.991,73.156,0.425,29.726,5.475,13.626,1.265,1.157,84.78,3.685,38.959,9.224,188.321,370.467
1976 August,109.904,70.207,0.514,29.494,6.158,11.97,1.198,1.014,83.076,5.073,40.945,8.752,188.193,368.304
1976 September,100.928,69.376,0.402,33.412,6.025,12.548,1.839,1.1,79.39,4.321,37.365,8.328,184.731,355.035
1976 October,104.994,86.256,0.396,39.946,7.835,11.297,1.978,1.033,80.304,4.018,38.929,8.22,193.957,385.207
1976 November,109.631,100.068,0.358,47.388,9.138,11.727,2.654,1.019,78.939,3.585,48.124,8.441,211.373,421.072
1976 December,118.759,119.392,0.32,61.529,10.514,12.729,3.873,1.044,82.724,4.127,55.717,9.136,241.714,479.865
1977 January,117.729,129.04,0.276,67.287,10.412,13.087,4.54,0.999,75.009,4.614,57.576,8.95,242.751,489.521
1977 February,104.662,97.712,0.322,56.058,9.304,11.606,3.039,0.786,72.226,3.891,51.343,8.665,217.239,419.613
1977 March,105.439,91.908,0.406,45.373,6.642,12.871,1.833,1.332,80.059,4.692,48.674,9.412,211.295,408.642
1977 April,97.319,77.041,0.385,37.439,5.621,12.189,1.456,1.067,82.38,4.033,42.498,9.499,196.565,370.925
1977 May,103.237,73.642,0.402,36.668,5.696,12.273,1.347,1.195,81.466,4.36,41.724,9.435,194.566,371.445
1977 June,108.44,71.189,0.521,35.331,5.938,11.841,1.209,1.185,85.158,4.039,43.749,9.402,198.374,378.003
1977 July,117.123,70.775,0.567,33.614,5.351,12.914,1.725,1.113,86.22,6.033,43.034,10.245,200.816,388.714
1977 August,114.491,72.805,0.489,34.691,5.681,13.774,1.489,1.242,85.994,4.724,46.61,10.428,205.121,392.417
1977 September,106.426,76.077,0.465,34.62,5.644,12.575,1.589,1.069,82.055,4.998,43.276,9.314,195.606,378.109
1977 October,105.614,80.954,0.373,40.018,7.048,12.598,2.409,1.109,82.638,4.774,41.357,9.941,202.265,388.833
1977 November,106.275,90.213,0.368,43.624,7.97,12.404,2.089,1.067,80.656,4.728,41.687,9.867,204.459,400.946
1977 December,112.988,112.77,0.292,55.429,9.242,13.53,3.499,0.958,85.469,4.292,51.283,10.06,234.055,459.813
1978 January,111.367,127.278,0.308,58.759,10.008,12.177,3.949,0.957,77.432,4.713,53.829,9.992,232.124,470.769
1978 February,93.117,114.543,0.31,57.719,8.526,12.416,3.663,0.983,71.982,3.908,54.905,9.144,223.555,431.215
1978 March,89.105,102.685,0.437,54.143,7,13.74,2.547,1.092,84.082,4.532,54.146,9.871,231.591,423.382
1978 April,96.532,82.253,0.385,39.676,5.287,12.128,1.329,1.188,80.779,3.303,44.402,10.3,198.776,377.561
1978 May,104.554,73.711,0.453,40.898,5.525,12.341,1.588,1.257,89.522,4.751,41.064,11.029,208.428,386.693
1978 June,109.534,66.736,0.451,36.186,5.353,12.54,1.119,1.307,88.75,4.214,38.854,10.937,199.713,375.982
1978 July,116.974,71.163,0.475,33.247,5.315,12.575,1.199,1.16,87.801,4.218,42.389,11.058,199.437,387.574
1978 August,120.506,68.558,0.55,36.919,5.075,13.968,1.431,1.297,91.236,4.841,44.809,11.335,211.46,400.524
1978 September,114.29,65.841,0.463,33.993,6.332,12.927,2.152,1.154,82.981,4.396,40.192,10.942,195.531,375.662
1978 October,110.794,76.663,0.461,40.564,7.664,13.235,2.199,1.25,86.318,4.545,40.082,10.566,206.885,394.342
1978 November,110.794,88.354,0.322,45.7,7.887,13.29,2.18,1.268,84.153,4.843,42.108,10.73,212.482,411.63
1978 December,120.669,110.446,0.329,54.782,9.072,12.987,2.899,1.178,86.359,4.501,47.549,10.954,230.611,461.726
1979 January,126.529,129.976,0.264,60.37,11.642,13.618,4.197,1.207,79.161,4.101,54.496,10.912,239.966,496.471
1979 February,112.561,118.368,0.27,57.286,10.294,12.889,3.879,1.053,75.938,3.769,49.693,9.928,224.998,455.928
1979 March,113.582,100.981,0.398,48.296,8.496,13.669,2.017,1.402,83.781,4.246,49.486,10.91,222.701,437.264
1979 April,107.249,85.465,0.363,38.471,7.428,11.767,1.926,1.301,79.127,3.523,37.097,10.526,191.529,384.242
1979 May,112.831,76.438,0.425,39.501,6.897,12.26,1.76,1.441,83.6,3.745,38.262,11.906,199.797,389.066
1979 June,116.507,70.021,0.26,34.539,6.449,13.122,1.717,1.261,80.649,4.924,38.225,11.688,192.835,379.363
1979 July,125.123,71.15,0.685,33.776,6.754,13.573,1.655,1.189,79.989,4.133,37.503,11.515,190.773,387.045
1979 August,125.895,71.767,0.558,36.385,7.464,13.472,2.01,1.328,84.954,5.762,39.005,11.208,202.147,399.809
1979 September,112.686,71.005,0.489,33.764,7.624,13.203,1.965,1.08,77.173,4.022,38.601,10.413,188.335,372.026
1979 October,115.294,83.118,0.402,41.103,8.7,13.079,2.298,1.312,81.364,4.481,38.818,11.216,202.773,401.186
1979 November,115.389,94.424,0.436,41.421,9.566,12.831,1.883,1.198,76.165,3.821,41.652,10.818,199.79,409.603
1979 December,126.336,110.851,0.316,48.873,10.169,13.68,2.803,0.974,78.002,4.251,46.063,11.309,216.44,453.627
1980 January,130.747,119.55,0.293,48.968,11.691,13.683,3.033,1.232,73.276,4.299,46.939,11.762,215.177,465.474
1980 February,122.423,114.909,0.374,45.78,9.384,12.446,2.755,1.131,71.516,3.537,44.448,10.831,202.201,439.533
1980 March,120.582,109.842,0.35,41.897,8.962,13.818,2.22,1.138,74.244,3.728,40.658,11.703,198.718,429.141
1980 April,107.926,82.074,0.328,33.609,6.318,13.291,1.729,1.151,76.266,4.309,36.162,11.501,184.664,374.664
1980 May,108.141,72.385,0.402,31.669,7.373,12.49,1.426,1.038,77.992,4.224,34.172,11.034,181.82,362.347
1980 June,114.429,66.981,0.412,29.566,6.787,12.688,1.451,1.042,74.665,3.188,34.347,10.957,175.103,356.514
1980 July,128.194,69.19,0.412,29.649,6.039,13.766,1.457,0.963,78.144,4.39,35.057,10.223,180.101,377.484
1980 August,127.588,68.437,0.438,28.174,6.532,12.915,1.741,0.967,77.049,3.644,34.997,10.246,176.704,372.728
1980 September,116.567,69.234,0.424,33.002,7.487,12.65,1.611,1.097,73.013,4.365,34.904,10.221,178.774,364.575
1980 October,113.544,80.937,0.431,38.499,8.576,12.778,1.842,1.238,77.213,3.895,34.057,10.234,188.763,383.245
1980 November,116.089,93.722,0.327,37.639,8.242,12.287,1.525,1.064,69.913,4.897,36.297,10.684,182.875,392.687
1980 December,129.511,113.633,0.262,47.662,10.876,13.408,2.977,1.07,76.86,4.427,41.012,11.189,209.743,452.888
1981 January,137.087,121.786,0.27,54.179,10.943,13.209,2.869,1.035,74.534,4.963,44.295,6.024,212.321,471.194
1981 February,121.271,101.465,0.233,40.175,9.092,11.403,1.825,1.064,65.954,3.293,35.722,6.201,174.964,397.7
1981 March,121.828,101.459,0.369,38.271,9.034,13.073,1.435,1.102,73.045,4.758,32.495,5.866,179.449,402.736
1981 April,110.951,79.431,0.369,32.294,6.719,11.609,1.161,1.229,74.049,4.298,27.62,7.253,166.602,356.984
1981 May,111.524,76.005,0.303,31.78,7.135,11.401,1.085,1.056,76.663,3.605,27.771,9.995,170.795,358.324
1981 June,120.252,69.787,0.405,31.437,6.835,12.556,1.028,0.965,78.822,4.768,30.143,7.103,174.062,364.101
1981 July,136.546,70.027,0.418,31.346,6.646,13.299,1.156,1.146,79.076,3.731,30.146,7.788,174.753,381.326
1981 August,133.604,69.915,0.413,31.477,6.309,12.707,1.196,0.968,76.918,4.263,28.313,7.157,169.719,373.238
1981 September,121.115,67.26,0.247,32.049,7.056,12.345,1.149,1.045,74.718,4.921,27.844,6.955,168.329,356.704
1981 October,119.865,80.719,0.355,36.964,8.875,11.555,1.701,1.19,76.233,3.988,28.81,6.454,176.126,376.711
1981 November,119.279,86.174,0.247,36.76,8.111,11.779,1.879,0.831,71.475,4.869,28.231,5.14,169.322,374.775
1981 December,131.397,110.645,0.264,42.352,9.243,12.105,2.5,0.962,77.431,4.385,34.38,6.235,189.856,431.898
1982 January,139.661,128.393,0.252,45.906,9.566,12.863,2.609,0.898,69.081,5.176,33.408,5.147,184.906,452.961
1982 February,121.558,106.43,0.186,36.725,7.368,11.782,2.037,0.951,64.858,4.508,32.33,5.186,165.931,393.919
1982 March,118.361,98.338,0.269,38.817,8.229,12.135,1.493,0.938,74.943,5.142,29.065,5.699,176.73,393.429
1982 April,108.423,79.525,0.27,37.983,7.563,12.033,1.338,1.024,77.36,4.325,28.402,5.942,176.241,364.189
1982 May,111.237,60.734,0.276,32.215,6.697,12.485,1.318,0.934,77.129,4.462,23.808,6.198,165.523,337.494
1982 June,113.167,59.506,0.359,31.268,5.996,11.858,1.016,1.022,76.662,3.78,22.175,5.95,160.087,332.76
1982 July,128.828,61.176,0.31,27.119,7.155,12.405,1.224,0.962,78.697,4.788,23.678,5.427,161.765,351.769
1982 August,128.424,61.514,0.384,29.227,6.395,12.155,0.995,0.966,76.653,4.792,23.369,7.987,162.923,352.861
1982 September,114.596,60.78,0.33,31.984,7.509,12.396,1.326,1.006,73.249,3.778,21.735,5.577,158.89,334.266
1982 October,111.418,69.722,0.258,34.023,7.907,11.908,1.796,0.916,74.063,3.448,22.752,5.713,162.785,343.925
1982 November,115.019,83.107,0.145,31.564,8.17,12.649,1.72,1.082,73.737,2.907,23.493,5.547,161.014,359.14
1982 December,121.853,92.964,0.212,37.646,8.927,13.082,2.382,0.784,75.897,3.96,24.419,6.331,173.641,388.457
1983 January,127.189,118.869,0.065,36.866,9.294,11.897,2.215,0.792,70.125,2.876,24.799,5.501,164.43,410.487
1983 February,110.561,98.965,0.299,33.095,7.36,11.84,1.738,0.814,62.81,3.604,21.641,6.596,149.798,359.323
1983 March,111.927,93.703,0.216,38.848,6.319,12.449,1.576,1.081,79.224,3.114,24.075,8.68,175.581,381.211
1983 April,106.868,80.211,0.275,34.409,5.518,12.371,1.648,0.955,72.367,3.206,20.273,8.844,159.867,346.945
1983 May,109.84,65.812,0.251,31.024,5.547,12.478,1.297,1.077,76.688,3.693,20.443,8.285,160.784,336.435
1983 June,117.467,56.896,0.362,32.195,4.908,12.889,0.82,1.034,78.438,3.552,19.529,9.297,163.023,337.386
1983 July,140.039,56.701,0.335,29.923,5.942,13.34,1.084,1.021,78.408,5.343,19.85,9.018,164.265,361.005
1983 August,147.048,58.671,0.347,32.888,6.095,13.297,1.131,1.056,80.379,4.589,21.376,7.96,169.116,374.836
1983 September,127.863,55.343,0.347,32.845,7.329,12.927,1.275,1.132,75.447,4.241,19.937,7.725,163.205,346.411
1983 October,122.325,58.72,0.325,34.404,7.088,12.405,1.373,1.171,76.354,4.291,18.946,8.236,164.592,345.637
1983 November,124.274,68.811,0.253,36.643,7.648,12.107,1.952,0.98,74.058,4.626,20.077,7.9,166.245,359.33
1983 December,142.409,88.138,0.224,44.351,10.149,14.66,2.894,0.911,79.344,3.964,24.232,7.098,187.827,418.374
1984 January,145.439,125.827,0.15,46.46,10.752,14.923,2.646,0.945,72.453,4.791,30.192,7.396,190.708,461.973
1984 February,127.693,105.067,0.226,34.947,8.602,12.992,1.335,1.158,67.421,3.993,23.543,7.68,161.896,394.655
1984 March,131.415,98.814,0.155,42.959,8.285,13.66,1.607,1.205,75.502,4.839,24.683,8.171,181.066,411.296
1984 April,119.648,85.804,0.274,37.322,7.043,13.902,1.369,1.224,74.723,4.108,20.4,8.229,168.595,374.046
1984 May,121.913,72.141,0.383,37.081,7.481,14.192,0.798,1.027,79.692,4.85,18.857,7.797,172.158,366.212
1984 June,134.381,62.904,0.327,33.086,7.074,13.24,1.049,1.075,79.543,3.359,19.836,7.044,165.632,362.918
1984 July,142.002,61.713,0.264,33.013,7.559,14.731,1.13,1.001,78.995,3.971,18.196,9.024,167.883,371.598
1984 August,148.111,61.719,0.368,33.744,8.379,15.465,1.023,1.088,82.036,4.56,19.268,8.647,174.579,384.409
1984 September,129.575,57.974,0.24,33.863,7.707,14.476,1.417,1.096,73.742,4.079,17.231,6.376,160.228,347.776
1984 October,130.18,63.106,0.215,36.444,9.191,15.18,1.057,1.141,77.83,4.994,16.261,7.87,170.183,363.469
1984 November,130.245,74.463,0.253,36.062,8.782,13.888,2.121,0.997,76.109,3.762,19.956,6.513,168.443,373.15
1984 December,137.685,92.866,0.181,37.773,9.099,15.419,1.741,0.864,75.813,3.787,18.135,8.968,171.78,402.331
1985 January,149.97,112.979,0.234,45.654,10.134,15.325,3.036,0.952,73.423,3.814,22.561,5.973,181.105,444.053
1985 February,132.042,115.781,0.194,39.642,8.43,13.19,2.008,1.026,68.815,3.801,18.808,7.204,163.117,410.94
1985 March,130.127,92.561,0.279,40.767,7.981,14.438,0.886,1.051,77.075,4.549,18.119,6.425,171.57,394.258
1985 April,124.278,77.49,0.328,35.686,6.379,14.998,0.915,1.097,77.851,3.94,16.576,8.101,165.87,367.639
1985 May,129.758,61.246,0.308,34.368,7.204,14.047,0.815,1.107,81.654,5.172,17.598,8.122,170.393,361.397
1985 June,133.885,57.503,0.297,33.093,7.088,13.688,1.002,1.021,78.311,4.28,15.385,7.902,162.069,353.457
1985 July,148.218,59.696,0.375,32.128,7.389,15.095,0.658,0.966,81.055,5.058,16.124,7.35,166.198,374.113
1985 August,146.166,59.68,0.38,34.761,6.975,14.991,1.122,1.116,83.753,5.572,17.815,7.905,174.389,380.235
1985 September,133.313,55.617,0.307,32.857,7.742,14.518,0.939,0.933,74.201,3.809,15.203,6.108,156.617,345.547
1985 October,130.202,61.166,0.291,38.237,9.413,15.606,1.231,1.075,79.764,4.905,15.879,6.327,172.728,364.096
1985 November,129.761,70.347,0.207,35.054,7.996,15.326,1.259,0.844,75.775,4.993,18.991,5.441,165.887,365.995
1985 December,150.505,102.252,0.28,42.897,10.396,16.7,3.172,0.762,78.559,4.584,22.605,5.788,185.744,438.501
1986 January,152.887,115.305,0.219,43.922,9.662,16.007,2.165,0.517,75.238,4.941,21.491,6.333,180.495,448.687
1986 February,132.728,100.913,0.205,40.7,8.047,14.314,1.609,0.89,67.612,4.843,20.374,6.804,165.399,399.04
1986 March,130.208,92.562,0.308,41.791,7.765,14.871,1.583,1.15,80.479,5.154,21.896,8.639,183.635,406.406
1986 April,119.182,71.981,0.347,37.069,6.158,15.112,0.66,1.071,79.56,3.338,20.703,7.998,172.016,363.179
1986 May,124.031,62.115,0.379,36.443,6.066,15.473,0.859,1.178,82.232,4.74,20.526,8.96,176.856,363.002
1986 June,137.233,55.168,0.372,32.482,5.55,15.867,0.375,1.118,80.73,5.698,20.342,8.231,170.764,363.165
1986 July,153.829,54.924,0.386,34.205,6.371,16.424,0.786,0.993,86.041,3.646,23.057,6.49,178.399,387.152
1986 August,141.099,52.951,0.415,34.582,6.597,16.788,1.255,0.987,86.033,4.72,22.704,8.453,182.534,376.584
1986 September,131.19,50.033,0.652,32.434,7.393,15.867,0.695,1.084,76.87,5.458,19.152,7.522,167.128,348.351
1986 October,127.014,54.095,0.303,38.412,9.259,15.782,1.272,1.076,83.889,3.913,19.22,6.952,180.078,361.187
1986 November,127.74,66.423,0.241,36.725,9.547,16.573,1.447,0.879,77.032,4.124,20.546,6.528,173.642,367.806
1986 December,140.328,89.575,0.252,43.898,9.916,17.937,1.996,0.741,82.652,4.696,24.995,6.113,193.196,423.099
1987 January,146.375,113.963,0.211,43.681,9.78,16.919,1.99,1.086,75.619,6.346,22.977,8.105,186.715,447.053
1987 February,127.468,102.993,0.212,39.873,8.047,15.997,1.702,1.061,71.03,4.255,20.899,8.108,171.183,401.644
1987 March,128.564,93.759,0.278,41.122,7.891,16.939,1.33,1.21,80.587,4.733,18.854,7.187,180.132,402.455
1987 April,124.53,76.917,0.283,38.201,7.037,16.154,0.532,1.218,81.905,4.704,17.465,8.888,176.387,377.835
1987 May,133.319,63.196,0.326,35.424,6.308,16.223,0.612,1.074,86.329,4.408,15.714,8.609,175.028,371.543
1987 June,145.631,58.57,0.306,35.632,6.601,16.318,0.74,1.244,84.43,4.96,17.855,9.02,177.105,381.305
1987 July,162.231,58.252,0.314,35.816,7.555,17.237,0.65,1.15,87.727,5.53,20.461,8.757,185.198,405.681
1987 August,161.196,59.963,0.327,33.707,6.862,17.574,0.824,1.064,84.916,5.917,17.979,8.1,177.27,398.429
1987 September,139.783,55.634,0.259,36.244,7.872,16.328,0.889,1.059,80.686,4.38,19.142,6.823,173.684,369.1
1987 October,136.323,65.083,0.271,41.589,8.758,18.216,1.586,1.048,84.535,5.514,16.314,6.16,183.991,385.397
1987 November,135.124,75.681,0.192,37.454,8.367,16.306,1.349,0.88,80.083,5.362,17.814,5.61,173.417,384.222
1987 December,150.428,96.498,0.177,43.788,9.523,18.184,1.945,1.116,83.908,5.426,21.911,8.387,194.365,441.291
1988 January,158.491,117.209,0.251,46.971,10.406,19.379,2.247,0.92,77.487,5.657,25.417,6.782,195.518,471.218
1988 February,144.813,109.144,0.222,43.926,8.759,17.564,1.676,1.111,76.238,5.138,24.277,7.486,186.397,440.355
1988 March,140.432,99.815,0.28,46.712,7.871,17.259,1.283,1.189,84.781,5.863,22.553,9.342,197.133,437.38
1988 April,129.297,78.138,0.257,36.593,5.714,16.693,0.836,1.038,83.247,5.261,19.48,9.269,178.388,385.823
1988 May,133.301,69.388,0.362,36.908,6.094,16.975,0.867,1.218,84.55,5.837,14.33,9.908,177.049,379.737
1988 June,150.736,62.227,0.339,36.469,5.796,17.065,0.573,1.034,87.584,3.955,16.033,9.767,178.615,391.577
1988 July,164.771,62.577,0.36,34.861,6.464,17.424,0.718,1.031,86.622,4.644,18.628,10.51,181.26,408.608
1988 August,170.781,64.996,0.308,37.93,6.858,17.89,0.724,1.151,87.485,6.165,20.202,10.862,189.576,425.353
1988 September,143.312,58.337,0.295,36.044,7.822,17.091,1,1.096,82.953,5.197,18.194,8.036,177.728,379.377
1988 October,141.389,65.447,0.274,42.486,8.408,18.513,1.111,1.065,84.181,4.947,20.546,10.223,191.753,398.589
1988 November,140.503,77.384,0.219,40.665,8.468,17.281,1.437,1.081,82.67,5.597,22.272,8.723,188.413,406.3
1988 December,157.014,97.247,0.222,47.002,9.661,19.153,1.959,0.804,85.026,6.109,26.833,8.94,205.708,459.97
1989 January,156.928,109.554,0.248,43.611,9.3,18.744,1.768,0.995,78.17,6.754,24.782,8.079,192.452,459.336
1989 February,147.833,109.047,0.16,40.866,8.46,17.299,1.468,1.047,74.521,4.533,23.717,8.828,180.899,438.142
1989 March,146.97,105.787,0.275,45.256,8.231,18.472,1.067,1.31,86.007,4.653,23.686,10.946,199.902,453.06
1989 April,134.648,86.175,0.318,38.006,6.661,16.216,0.803,1.083,80.271,4.539,20.695,9.422,178.015,399.227
1989 May,138.547,73.623,0.292,38.994,6.066,16.452,0.653,1.365,85.537,6.098,17.077,9.226,181.76,394.331
1989 June,148.057,65.661,0.268,38.359,6.231,18.015,0.805,1.165,87.262,5.028,18.082,10.311,185.526,399.632
1989 July,160.451,67.075,0.314,34.282,6.161,17.653,0.619,0.94,84.559,5.336,19.626,9.68,179.17,407.097
1989 August,161.316,66.727,0.429,39.155,6.529,18.41,0.527,1.126,89.437,6.368,17.125,9.161,188.267,416.712
1989 September,145.799,64.622,0.281,36.918,7.478,18.215,0.545,1.056,81.206,5.053,14.937,9.441,175.13,385.94
1989 October,143.016,72.907,0.231,41.279,8.357,18.281,1.126,1.16,84.622,4.941,19.709,7.794,187.5,403.825
1989 November,144.148,84.985,0.284,42.304,8.132,18.272,1.254,0.992,82.468,5.362,18.327,7.329,184.723,414.245
1989 December,167.596,116.823,0.192,51.675,9.819,21.686,1.973,0.827,85.881,4.62,28.569,8.505,213.747,498.567
1990 January,156.964,116.138,0.207,42.043,7.039,19.682,1.099,1.118,77.043,6.123,24.305,11.779,190.438,464.065
1990 February,139.413,99.934,0.225,38.867,6.572,17.023,1.088,1.17,75.197,5.253,20.261,8.288,173.944,413.766
1990 March,145.495,97.936,0.272,43.252,6.829,18.076,0.608,1.251,85.097,5.884,18.159,9.756,189.186,433.142
1990 April,137.785,87.138,0.238,38.871,6.669,18.392,0.564,0.992,79.92,4.924,16.964,10.883,178.417,403.848
1990 May,140.463,75.758,0.279,38.289,6.14,18.564,0.198,1.221,85.334,5.182,18.681,10.623,184.511,401.258
1990 June,152.38,70.438,0.326,37.346,4.819,17.911,0.144,0.946,84.382,5.37,19.195,11.531,181.969,405.295
1990 July,165.327,69.98,0.342,36,5.574,17.477,0.21,1.183,86.927,5.764,19.503,11.24,184.22,420.051
1990 August,168.27,71.565,0.337,42.478,6.215,19.274,0.503,1.354,90.407,6.18,18.862,9.322,194.932,435.292
1990 September,155.651,69.47,0.254,36.595,6.403,18.427,0.379,1.188,77.6,6.072,14.846,8.456,170.219,395.848
1990 October,152.555,75.98,0.241,39.076,7.556,19.689,0.232,1.218,83.803,5.869,15.615,8.048,181.348,410.407
1990 November,145.891,84.028,0.208,39.522,7.028,18.952,0.286,0.963,81.27,6.37,14.215,6.199,175.013,405.44
1990 December,161.211,105.982,0.183,37.179,7.831,19.149,1.055,0.84,80.929,6.76,19.725,8.854,182.504,450.222
1991 January,166.435,125.324,0.17,44.44,9.112,19.361,1.17,1.05,77.124,5.079,17.071,8.998,183.577,475.982
1991 February,139.22,104.19,0.179,35.483,7.046,17.292,0.639,0.77,71.688,4.361,16.599,7.066,161.121,405.114
1991 March,141.167,100.63,0.216,39.397,6.735,17.692,0.543,0.99,81.446,5.663,18.725,7.436,178.843,421.285
1991 April,130.804,84.701,0.234,36.274,5.822,15.979,0.476,0.985,80.164,6.434,16.423,8.576,171.367,387.496
1991 May,142.417,73.87,0.272,36.509,5.677,16.546,0.339,1.108,86.317,5.285,15.239,8.191,175.483,392.416
1991 June,151.429,66.551,0.292,35.453,5.525,17.606,0.198,1.012,83.748,5.209,19.135,7.356,175.534,394.14
1991 July,165.375,71.769,0.337,34.963,6.829,18.751,0.173,1.153,87.762,5.88,16.961,8.462,181.271,419.061
1991 August,164.747,71.208,0.33,36.574,6.311,19.148,0.217,0.96,87.374,5.662,18.825,9.289,184.689,421.289
1991 September,150.316,68.25,0.269,36.6,6.959,18.101,0.063,1.082,79.557,6.003,15.767,9.071,173.473,392.665
1991 October,146.605,78.325,0.231,40.226,7.072,18.503,0.339,1.048,84.512,6.756,15.606,8.795,183.087,408.662
1991 November,151.335,92.574,0.185,37.32,7.411,17.655,1.408,0.919,78.719,5.823,16.714,8.985,175.139,419.673
